periodico,ano,titulo,doi,id_openalex
RBCP_Revista_Brasileira_de_Ciencia_Politica,2001,Normas de interação e de interpretação na atividade narrativa: implicações para o ensino/aprendizagem,https://doi.org/10.26512/les.v5i0.6519,https://openalex.org/W2275008794
