ano,area_nome,hhi_ies,gini_ies,gini_uf
2013,Ciência Política / RI,0.05725684104062483,0.2860517860517861,0.43399168399168414
2013,Economia,0.039507191562522206,0.38352704624589284,0.5844490216271885
2013,Geografia,0.03782958359275128,0.3502176864379008,0.5333388967704247
2013,História,0.030927444039679956,0.37315028654520566,0.5627020785219401
2013,Sociologia,0.03007178210798917,0.30763870155561546,0.4699880264459369
2014,Antropologia / Arqueologia,0.06662710537612686,0.31107920555156743,0.38723026899201896
2014,Ciência Política / RI,0.05486292293513199,0.3394004282655247,0.41146433865919935
2014,Economia,0.04132581360946746,0.42220695970695976,0.5973290598290598
2014,Geografia,0.034690110245005214,0.34260001782054716,0.4961685823754789
2014,História,0.027318702650358365,0.35812978352572694,0.5568351171927923
2014,Sociologia,0.029256937518228204,0.3041113219481341,0.49677419354838703
2015,Antropologia / Arqueologia,0.06636189208238703,0.30235988200589975,0.4294638209266008
2015,Ciência Política / RI,0.058114465920233976,0.3802286574929828,0.504753102719831
2015,Economia,0.044158629289105224,0.44116832779623477,0.6261969904240765
2015,Geografia,0.034050995116726095,0.3600377184204449,0.5157751352943343
2015,História,0.02703549760961173,0.34591134064988155,0.5649099125535535
2015,Sociologia,0.03027646099099446,0.32250438496148864,0.5217613927291345
2016,Antropologia / Arqueologia,0.05945644718792867,0.29545454545454547,0.4089506172839506
2016,Ciência Política / RI,0.04344531040042999,0.326639344262295,0.4704918032786886
2016,Economia,0.0396584843066991,0.4229194267132363,0.637993876658405
2016,Geografia,0.02948865039635871,0.3247980571247559,0.512027846705266
2016,História,0.024789428405303918,0.3555640243902438,0.5565527765563977
2016,Sociologia,0.028604650026626016,0.306866456922448,0.5182798265505032
2017,Antropologia / Arqueologia,0.05755333922484535,0.3005373717635565,0.4236546422235364
2017,Ciência Política / RI,0.04732856332533909,0.34130456904446943,0.5211807120324471
2017,Economia,0.03921840688779581,0.4447310243183493,0.6079605794146383
2017,Geografia,0.027611367148915097,0.315717026168197,0.5074234503360716
2017,História,0.022913814529193607,0.32329858857884486,0.5649070338289649
2017,Sociologia,0.0289003261336246,0.3203631404927802,0.49650905138174667
2018,Antropologia / Arqueologia,0.0632493827160494,0.3435748792270531,0.464561403508772
2018,Ciência Política / RI,0.04274184849849945,0.3765743073047858,0.5032745591939547
2018,Economia,0.03679392384688899,0.4421151439299123,0.6091825307950728
2018,Geografia,0.027328031995500632,0.3276757343253508,0.468740333390617
2018,História,0.021814345374715535,0.3567040982819848,0.5728476821192053
2018,Sociologia,0.026860735877905426,0.2820145031476612,0.503149472250596
2019,Antropologia / Arqueologia,0.05000405493079585,0.3559837728194725,0.39973262032085555
2019,Ciência Política / RI,0.05289646905701116,0.43224205555110856,0.4796343094990337
2019,Economia,0.03452580954216187,0.4348038318384282,0.6258562386196133
2019,Geografia,0.02750571239978624,0.3440909216449857,0.47266219239373614
2019,História,0.021642256072975194,0.3491385112397361,0.5799008390541571
2019,Sociologia,0.027693826454679996,0.3127658766332422,0.5087467986282935
2020,Antropologia / Arqueologia,0.04832882639264467,0.3385725741780274,0.4211416490486257
2020,Ciência Política / RI,0.038796890009113225,0.36521930791271767,0.4905853458862054
2020,Economia,0.036029853975121685,0.4547991543340381,0.6125826193390452
2020,Geografia,0.024963286517567435,0.3204188669756081,0.4596265761396703
2020,História,0.02082768605067884,0.3588722562249588,0.5433633895675781
2020,Sociologia,0.02711958863123446,0.32588469184890667,0.544279775890114
2021,Antropologia / Arqueologia,0.042669785776124076,0.30832064239235785,0.3687085446742099
2021,Ciência Política / RI,0.04067913699649272,0.40557638238050603,0.5635738831615119
2021,Economia,0.03489603024574669,0.4615892053973013,0.6046681922196796
2021,Geografia,0.020564794975569387,0.31857031857031864,0.44852369852369844
2021,História,0.019965381687247725,0.37843909555069294,0.5373814733770971
2021,Sociologia,0.026768541119185005,0.30797395410763695,0.4925003640599969
2022,Antropologia / Arqueologia,0.0461400941944352,0.3705723819301847,0.43765167071121913
2022,Ciência Política / RI,0.037624298995069444,0.36216768916155423,0.48294478527607365
2022,Economia,0.03739020745599565,0.48073826522861923,0.606909343844192
2022,Geografia,0.019760679521359042,0.28196244700181716,0.4224555263925343
2022,História,0.01854105708087873,0.3741056703907151,0.5471628016112001
2022,Sociologia,0.02675705636789997,0.3138780196349494,0.4682084085069159
2023,Antropologia / Arqueologia,0.0443609977324263,0.3208602150537634,0.37047619047619046
2023,Ciência Política / RI,0.03533203083522691,0.35807548825982005,0.5391705069124425
2023,Economia,0.0403309562838543,0.49015568398639503,0.6262609209471152
2023,Geografia,0.02005918367346939,0.3277731092436975,0.4706878306878308
2023,História,0.01964726631393298,0.3986151936769221,0.5611992945326278
2023,Sociologia,0.02525100514364008,0.25835308056872036,0.47619047619047616
2024,Antropologia / Arqueologia,0.04864343633574403,0.36789529914529906,0.4369075369075368
2024,Ciência Política / RI,0.03436639694662571,0.3470677692234579,0.4906187624750499
2024,Economia,0.034282451325314524,0.4622390339710483,0.5826067314208268
2024,Geografia,0.020687692901234567,0.33119817578772803,0.47186213991769543
2024,História,0.020076504682614196,0.34555653069790515,0.5289805013927577
2024,Sociologia,0.02869478458049887,0.3018633540372671,0.4947845804988663
