fonte,k_num,topico,ano,estimativa,ic_inf,ic_sup
composição fixa,1,"T1: Políticas Públicas, Educação e Saúde",2010,0.06972624711056709,0.059176483878618305,0.0804798024098273
composição fixa,1,"T1: Políticas Públicas, Educação e Saúde",2011,0.07710233828869406,0.068048377093276,0.0866772342404866
composição fixa,1,"T1: Políticas Públicas, Educação e Saúde",2012,0.08554599201846202,0.07596495587149213,0.09543361635896189
composição fixa,1,"T1: Políticas Públicas, Educação e Saúde",2013,0.09336720168584098,0.08279917786194234,0.1040729893222081
composição fixa,1,"T1: Políticas Públicas, Educação e Saúde",2014,0.09887596067680089,0.08917147960205626,0.10822946243322829
composição fixa,1,"T1: Políticas Públicas, Educação e Saúde",2015,0.10150565707080257,0.09255862037021154,0.11038029818254351
composição fixa,1,"T1: Políticas Públicas, Educação e Saúde",2016,0.10518325772126996,0.09457013228284375,0.11562325056924558
composição fixa,1,"T1: Políticas Públicas, Educação e Saúde",2017,0.11320009534255464,0.10401013915748401,0.12267079082214594
composição fixa,1,"T1: Políticas Públicas, Educação e Saúde",2018,0.12181138731875558,0.11190419604132296,0.13231326978625646
composição fixa,1,"T1: Políticas Públicas, Educação e Saúde",2019,0.12551332220140862,0.11484999807257378,0.13637006915850136
composição fixa,1,"T1: Políticas Públicas, Educação e Saúde",2020,0.12172426733974916,0.10985226352383781,0.1323699254529038
composição fixa,1,"T1: Políticas Públicas, Educação e Saúde",2021,0.11955130527381086,0.10677071135014177,0.13211540331071142
composição fixa,1,"T1: Políticas Públicas, Educação e Saúde",2022,0.12429554400259349,0.1084270454775365,0.14004530135104304
composição fixa,1,"T1: Políticas Públicas, Educação e Saúde",2023,0.11434547817016254,0.09871000266974891,0.12939084974257192
composição fixa,1,"T1: Políticas Públicas, Educação e Saúde",2024,0.11834766125581071,0.10379944065189436,0.1328891528165107
composição fixa,2,"T2: Política Externa, Cooperação e Integração Regional",1984,0.12373333844588288,0.008120691718293667,0.24234132348607879
composição fixa,2,"T2: Política Externa, Cooperação e Integração Regional",1985,0.11393222833986778,0.02358609839578729,0.20877980453057696
composição fixa,2,"T2: Política Externa, Cooperação e Integração Regional",1986,0.10592614167913036,0.03485530441173847,0.17969741955587318
composição fixa,2,"T2: Política Externa, Cooperação e Integração Regional",1987,0.09958777270079558,0.0451617703419764,0.15594187653046443
composição fixa,2,"T2: Política Externa, Cooperação e Integração Regional",1988,0.09478981564198839,0.05415438105230337,0.1378706337934267
composição fixa,2,"T2: Política Externa, Cooperação e Integração Regional",1989,0.09140496473983373,0.060400361696941476,0.12364624734371435
composição fixa,2,"T2: Política Externa, Cooperação e Integração Regional",1990,0.08930591423145653,0.06461937493132512,0.11480681328808261
composição fixa,2,"T2: Política Externa, Cooperação e Integração Regional",1991,0.08836535835398181,0.06695655883160585,0.10876216863946679
composição fixa,2,"T2: Política Externa, Cooperação e Integração Regional",1992,0.08845599134453444,0.06885001319517929,0.10686074312984774
composição fixa,2,"T2: Política Externa, Cooperação e Integração Regional",1993,0.08945050744023943,0.0711530980319236,0.10689375068675452
composição fixa,2,"T2: Política Externa, Cooperação e Integração Regional",1994,0.09122160087822169,0.07380514739511637,0.10760949707202921
composição fixa,2,"T2: Política Externa, Cooperação e Integração Regional",1995,0.0936419658956062,0.07737738116005513,0.1092611848043788
composição fixa,2,"T2: Política Externa, Cooperação e Integração Regional",1996,0.09658429672951789,0.08176605001221773,0.11134766132312665
composição fixa,2,"T2: Política Externa, Cooperação e Integração Regional",1997,0.09992128761708172,0.08611249992787966,0.11349785066255538
composição fixa,2,"T2: Política Externa, Cooperação e Integração Regional",1998,0.10352563279542264,0.09054771552787079,0.11608626638732693
composição fixa,2,"T2: Política Externa, Cooperação e Integração Regional",1999,0.10727002650166559,0.09473762751415107,0.11947728759853998
composição fixa,2,"T2: Política Externa, Cooperação e Integração Regional",2000,0.11102716297293554,0.09848291102780729,0.1237393580059592
composição fixa,2,"T2: Política Externa, Cooperação e Integração Regional",2001,0.11466973644635742,0.10180963600454748,0.12776683845823802
composição fixa,2,"T2: Política Externa, Cooperação e Integração Regional",2002,0.1180704411590562,0.10440482779904198,0.1317488600880211
composição fixa,2,"T2: Política Externa, Cooperação e Integração Regional",2003,0.12110197134815681,0.10721713941225525,0.13449111711250117
